elem_point_id,code,nom,genre,genre_desc,categorie,categorie_desc,sous_categorie,sous_categorie_desc,code_parent,code_parent_desc,adr_secteur,bien_reference,genre_bota,espece,variete,stadededeveloppement,equipe,remarques,anneedeplantation,raisondeplantation,traitementchenilles,courrier,identifiantplu,typeimplantationplu,intituleprotectionplu,anneeabattage,essouchement,diametrearbre,causeabattage,collectivite,stationmetro,hauteurarbre,portarbre,structure,forme,typenature,geo_point_2d
34835,ESP36318,AR36318,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP237,Av La Bruyère Helbronner au Sq,5,AR36318,Prunus,serrulata,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Grenoble Alpes Métropole,,,,Métropole de Grenoble,,,"45.167098421885385,5.740131798404362"
34836,ESP36319,AR36319,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP237,Av La Bruyère Helbronner au Sq,5,AR36319,Prunus,serrulata,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Grenoble Alpes Métropole,,,,Métropole de Grenoble,,,"45.16710682038838,5.740199792549315"
34837,ESP36320,AR36320,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP237,Av La Bruyère Helbronner au Sq,5,AR36320,Prunus,serrulata,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Grenoble Alpes Métropole,,,,Métropole de Grenoble,,,"45.167115270975415,5.740265608803635"
34838,ESP36321,AR36321,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP237,Av La Bruyère Helbronner au Sq,5,AR36321,Prunus,serrulata,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Grenoble Alpes Métropole,,,,Métropole de Grenoble,,,"45.16712715617142,5.740349032579623"
34839,ESP36322,AR36322,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP237,Av La Bruyère Helbronner au Sq,5,AR36322,Prunus,serrulata,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Grenoble Alpes Métropole,,,,Métropole de Grenoble,,,"45.167144245872265,5.740471081600832"
34840,ESP36323,AR36323,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP237,Av La Bruyère Helbronner au Sq,5,AR36323,Prunus,serrulata,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Grenoble Alpes Métropole,,,,Métropole de Grenoble,,,"45.167155890045244,5.740566266972813"
34841,ESP36324,AR36324,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP237,Av La Bruyère Helbronner au Sq,5,AR36324,Prunus,serrulata,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Grenoble Alpes Métropole,,,,Métropole de Grenoble,,,"45.167165032554955,5.740635387052583"
34842,ESP36325,AR36325,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP237,Av La Bruyère Helbronner au Sq,5,AR36325,Prunus,serrulata,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Grenoble Alpes Métropole,,,,Métropole de Grenoble,,,"45.167175507152855,5.740713292500362"
34843,ESP36326,AR36326,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP237,Av La Bruyère Helbronner au Sq,5,AR36326,Prunus,serrulata,,Arbre jeune,,cépée,2015,Nouveau,,,,,,,,,,Grenoble Alpes Métropole,,,,Métropole de Grenoble,Cépée,,"45.16718605989916,5.7407879311073895"
34844,ESP36327,AR36327,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP237,Av La Bruyère Helbronner au Sq,5,AR36327,Prunus,serrulata,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Grenoble Alpes Métropole,,,,Métropole de Grenoble,,,"45.167195894402155,5.740860354978608"
34845,ESP36328,AR36328,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP237,Av La Bruyère Helbronner au Sq,5,AR36328,Prunus,serrulata,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Grenoble Alpes Métropole,,,,Métropole de Grenoble,,,"45.16720403178738,5.740939238912734"
34846,ESP36329,AR36329,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP237,Av La Bruyère Helbronner au Sq,5,AR36329,Prunus,serrulata,,Arbre jeune,,,2015,Nouveau,,,,,,,,,,Grenoble Alpes Métropole,,,,Métropole de Grenoble,,,"45.167176468190476,5.741074777117751"
16799,ESP19333,AR19333,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP395,Ave Fenelon Littré  La Bruyère,5,AR19333,Tilia,henryana,,Arbre jeune,,,1975,,,,,,,,,,,Grenoble Alpes Métropole,,Moins de 10 m,Libre,Métropole de Grenoble,,Libre,"45.16734745790881,5.7409722651144675"
43307,ESP39945,AR39945,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1166,Chem du tram,6,AR39945,Carpinus,betulus,,,,,,,,,,,,,,,,Grenoble Alpes Métropole,,,,Métropole de Grenoble,,,"45.162648246758614,5.730963994086281"
43308,ESP39946,AR39946,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1166,Chem du tram,6,AR39946,Carpinus,betulus,,,,,,,,,,,,,,,,Grenoble Alpes Métropole,,,,Métropole de Grenoble,,,"45.162656183471285,5.730988459412491"
43309,ESP39947,AR39947,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1166,Chem du tram,6,AR39947,Carpinus,betulus,,,,,,,,,,,,,,,,Grenoble Alpes Métropole,,,,Métropole de Grenoble,,,"45.162664971709354,5.731011244825317"
43311,ESP39949,AR39949,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1166,Chem du tram,6,AR39949,Koelreuteria,paniculata,,Arbre jeune,,,,,,,,,,,,,,Ville de Grenoble,,Moins de 10 m,Libre,Ecole,,Libre,"45.17554979034301,5.716798325316716"
43312,ESP39950,AR39950,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1166,Chem du tram,6,AR39950,Koelreuteria,paniculata,,Arbre jeune,,,,,,,,,,,,,,Ville de Grenoble,,Moins de 10 m,Libre,Ecole,,Libre,"45.17544742287968,5.71676937841446"
43362,ESP39977,AR39977,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP759,R des trois épis 13 à 20,6,AR39977,Carpinus,betulus,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,de 10 m à 20 m,,Ville de Grenoble,,,"45.16599552895042,5.7374369160000604"
43363,ESP39978,AR39978,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP759,R des trois épis 13 à 20,6,AR39978,Carpinus,betulus,,Arbre adulte,,,,,,,,,,,,,,Grenoble Alpes Métropole,,de 10 m à 20 m,,Métropole de Grenoble,,,"45.165995683589074,5.737464734483987"
43364,ESP39979,AR39979,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP759,R des trois épis 13 à 20,6,AR39979,Carpinus,betulus,,Arbre adulte,,,,,,,,,,,,,,Grenoble Alpes Métropole,,de 10 m à 20 m,,Métropole de Grenoble,,,"45.16599743434285,5.737494367419101"
43365,ESP39980,AR39980,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP759,R des trois épis 13 à 20,6,AR39980,Carpinus,betulus,,Arbre adulte,,,,,,,,,,,,,,Grenoble Alpes Métropole,,de 10 m à 20 m,,Métropole de Grenoble,,,"45.16599873416824,5.737525717006016"
43366,ESP39981,AR39981,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP759,R des trois épis 13 à 20,6,AR39981,Carpinus,betulus,,Arbre adulte,,,,,,,,,,,,,,Grenoble Alpes Métropole,,de 10 m à 20 m,,Métropole de Grenoble,,,"45.1659978094467,5.7375986769577425"
43367,ESP39982,AR39982,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP759,R des trois épis 13 à 20,6,AR39982,Carpinus,betulus,,Arbre adulte,,,,,,,,,,,,,,Grenoble Alpes Métropole,,de 10 m à 20 m,,Métropole de Grenoble,,,"45.16599890740406,5.737621325934942"
43368,ESP39983,AR39983,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP759,R des trois épis 13 à 20,6,AR39983,Carpinus,betulus,,Arbre adulte,,,,,,,,,,,,,,Grenoble Alpes Métropole,,de 10 m à 20 m,,Métropole de Grenoble,,,"45.16600068579345,5.7376498014031005"
15257,ESP18449,AR18449,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP273,Parc Paul Valérien Perrin,1,AR18449,Betula,verrucosa,,Arbre adulte,,,1996,,,,,,,,,,,Ville de Grenoble,,de 10 m à 20 m,Libre,Ville de Grenoble,,Libre,"45.18297996190778,5.71341585488316"
22598,ESP28045,AR28045,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP273,Parc Paul Valérien Perrin,1,AR28045,Acer,campestre,,Arbre adulte,,,1996,,,,,,,,,,,Ville de Grenoble,,de 10 m à 20 m,,Ville de Grenoble,Tige,,"45.18333813657779,5.714259890794556"
43382,ESP39984,AR39984,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP273,Parc Paul Valérien Perrin,1,AR39984,Betula,,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,de 10 m à 20 m,,Ville de Grenoble,,,"45.18334425965978,5.7142297405817555"
43383,ESP39985,AR39985,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP273,Parc Paul Valérien Perrin,1,AR39985,Fagus,sylvatica,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,de 10 m à 20 m,,Ville de Grenoble,,,"45.18332921604555,5.714282455890975"
26328,ESP12451,AR12451,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP273,Parc Paul Valérien Perrin,1,AR12451,Carpinus,betulus,,Arbre adulte,,,1996,,,,,,,,,,,Ville de Grenoble,,de 10 m à 20 m,,Ville de Grenoble,,,"45.183129655235966,5.713692453681176"
36741,ESP37249,AR37249,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP99,Sq du Pas de l'aiguille,6,AR37249,Mespilus,germanica,,,,,2016,Nouveau,,,,,,,,,,Grenoble Alpes Métropole,,Moins de 10 m,,Métropole de Grenoble,,,"45.160356076315296,5.72576188332573"
36742,ESP37250,AR37250,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP99,Sq du Pas de l'aiguille,6,AR37250,Mespilus,germanica,,,,,2016,Nouveau,,,,,,,,,,Grenoble Alpes Métropole,,Moins de 10 m,,Métropole de Grenoble,,,"45.16033785837389,5.7256669451910716"
36744,ESP37252,AR37252,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP1413,Pl Lionel Terray,6,AR37252,Crataegus,prunifolia,,,,,2016,Nouveau,,,,,,,,,,Grenoble Alpes Métropole,,Moins de 10 m,,Métropole de Grenoble,,,"45.163160647240154,5.725587015097533"
36745,ESP37253,AR37253,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP470,R Christophe Turc,6,AR37253,Amélanchier,lamarckii,,,,,2016,Nouveau,,,,,,,,,,Grenoble Alpes Métropole,,Moins de 10 m,,Métropole de Grenoble,Cépée,,"45.16270034803411,5.725825637029332"
36746,ESP37254,AR37254,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP470,R Christophe Turc,6,AR37254,Cedrus,deodara,,,,,2016,Nouveau,,,,,,,,,,Ville de Grenoble,,Moins de 10 m,,Ville de Grenoble,,,"45.16258947220226,5.726009960476289"
36747,ESP37255,AR37255,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP217,Terrain de proximité Prémol,6,AR37255,Halesia,carolina,,,,,2016,Nouveau,,,,,,,,,,Grenoble Alpes Métropole,,Moins de 10 m,,Métropole de Grenoble,Tige,,"45.163162231108124,5.727777619292536"
40201,ESP38892,AR38892,VEG,VEGETATION,ESP01,Arbre,ESP151,Arbre de voirie,ESP384,Av Paul Cocat pair,5,AR38892,,,,Arbre jeune,,,2017,Nouveau,,,,,,,,,,Grenoble Alpes Métropole,,Moins de 10 m,,Métropole de Grenoble,,,"45.17208828201465,5.744169297347776"
26869,ESP22499,AR22499,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP356,Jard Hoche cour des Bossus,2,AR22499,Betula,alba,,Arbre adulte,,,1978,,,,,,,,,,,Ville de Grenoble,,de 10 m à 20 m,,Ville de Grenoble,,,"45.18499012677444,5.728405145716286"
40923,ESP39133,AR39133,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39133,Liquidambar,,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,de 10 m à 20 m,,Ville de Grenoble,,,"45.19422072577709,5.758382557944526"
40925,ESP39135,AR39135,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39135,Chamaecyparis,,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,Moins de 10 m,Libre,Ville de Grenoble,,Libre,"45.19444118882156,5.758757950854573"
40926,ESP39136,AR39136,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39136,Cedrus,atlantica,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,Plus de 20 m,,Ville de Grenoble,Tige,,"45.19416718427628,5.758019070894689"
40927,ESP39137,AR39137,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39137,Cedrus,atlantica,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,Plus de 20 m,,Ville de Grenoble,Tige,,"45.19420229160497,5.758104226536364"
40928,ESP39138,AR39138,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39138,Cedrus,atlantica,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,Plus de 20 m,,Ville de Grenoble,Tige,,"45.194178317026584,5.758237543068978"
40929,ESP39139,AR39139,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39139,Corylus,colurna,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,de 10 m à 20 m,,Ville de Grenoble,,,"45.19422416011384,5.757854112149472"
40930,ESP39140,AR39140,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39140,Corylus,colurna,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,de 10 m à 20 m,,Ville de Grenoble,,,"45.194190870998,5.75780691251343"
40931,ESP39141,AR39141,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39141,Fraxinus,,,Arbre jeune,,,,,,,,,,,,,,Ville de Grenoble,,Moins de 10 m,,Ville de Grenoble,Cépée,,"45.19424095369691,5.757383498550897"
40933,ESP39143,AR39143,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39143,Quercus,,,Arbre adulte,,"2 brins mêlés, doute sur essence",,,,,,,,,,,,Ville de Grenoble,,Moins de 10 m,,Ville de Grenoble,,,"45.19437109458014,5.75792455969601"
40934,ESP39144,AR39144,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39144,Fraxinus,,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,Moins de 10 m,,Ville de Grenoble,,,"45.19568221503728,5.7587792689705335"
40935,ESP39145,AR39145,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39145,Fraxinus,,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,Moins de 10 m,,Ville de Grenoble,,,"45.19565805846734,5.758779207433627"
40936,ESP39146,AR39146,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39146,Fraxinus,,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,Plus de 20 m,,Ville de Grenoble,,,"45.195646177996586,5.758722423965033"
40937,ESP39147,AR39147,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39147,Fraxinus,,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,Plus de 20 m,,Ville de Grenoble,,,"45.19563788826353,5.758645974271688"
40938,ESP39148,AR39148,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39148,Robinia,,,Arbre adulte,,Vigueur moyenne,,,,,,,,,,,,Ville de Grenoble,,de 10 m à 20 m,,Ville de Grenoble,,,"45.19557997888477,5.758688373983611"
40939,ESP39149,AR39149,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39149,Aesculus,,,,,,,,,,,,,,,,,Ville de Grenoble,,,,Ville de Grenoble,,,"45.19559691571151,5.7585999134329215"
40940,ESP39150,AR39150,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39150,Fraxinus,,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,Plus de 20 m,,Ville de Grenoble,,,"45.195775391140565,5.7581946415807455"
40941,ESP39151,AR39151,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39151,Fraxinus,,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,Plus de 20 m,,Ville de Grenoble,,,"45.19579746562067,5.758232627864653"
40942,ESP39152,AR39152,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39152,Fraxinus,,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,Plus de 20 m,,Ville de Grenoble,,,"45.195767683193175,5.758223478141405"
40943,ESP39153,AR39153,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39153,Juglans,,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,de 10 m à 20 m,,Ville de Grenoble,,,"45.195805092367394,5.758692605156114"
40944,ESP39154,AR39154,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39154,Juglans,,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,de 10 m à 20 m,,Ville de Grenoble,,,"45.19578465169225,5.758732401206635"
40945,ESP39155,AR39155,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39155,Aesculus,,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,de 10 m à 20 m,,Ville de Grenoble,,,"45.19583256285619,5.758555053453358"
40946,ESP39156,AR39156,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39156,Fraxinus,,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,Plus de 20 m,,Ville de Grenoble,,,"45.195670812367716,5.758346665254193"
40947,ESP39157,AR39157,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39157,Fraxinus,,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,de 10 m à 20 m,,Ville de Grenoble,,,"45.19568880447581,5.758376188545134"
40948,ESP39158,AR39158,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39158,Fraxinus,,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,Plus de 20 m,,Ville de Grenoble,,,"45.19562507297218,5.758336746905655"
40949,ESP39159,AR39159,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39159,Fraxinus,,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,Plus de 20 m,,Ville de Grenoble,,,"45.19564475440548,5.758360840643878"
40950,ESP39160,AR39160,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39160,Fraxinus,,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,Plus de 20 m,,Ville de Grenoble,,,"45.19565134538797,5.758410756170655"
40951,ESP39161,AR39161,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39161,Fraxinus,,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,de 10 m à 20 m,,Ville de Grenoble,,,"45.19565114292537,5.758451527047618"
40952,ESP39162,AR39162,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39162,Fraxinus,,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,de 10 m à 20 m,,Ville de Grenoble,,,"45.19561098480997,5.7584363665652365"
40953,ESP39163,AR39163,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39163,Fraxinus,,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,de 10 m à 20 m,,Ville de Grenoble,,,"45.19559449647668,5.758409120083767"
40954,ESP39164,AR39164,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39164,Fraxinus,,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,de 10 m à 20 m,,Ville de Grenoble,,,"45.19556701427498,5.758417715936493"
40955,ESP39165,AR39165,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39165,Fraxinus,,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,Plus de 20 m,,Ville de Grenoble,,,"45.19566728885512,5.758590077207449"
40956,ESP39166,AR39166,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39166,Fraxinus,,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,Plus de 20 m,,Ville de Grenoble,,,"45.19576572281693,5.758353441115034"
40957,ESP39167,AR39167,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39167,Fraxinus,,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,Plus de 20 m,,Ville de Grenoble,,,"45.19574070833186,5.758356644977458"
40958,ESP39168,AR39168,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39168,Fraxinus,,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,Plus de 20 m,,Ville de Grenoble,,,"45.195736640452424,5.758396127549845"
40959,ESP39169,AR39169,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39169,Fraxinus,,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,de 10 m à 20 m,,Ville de Grenoble,,,"45.19573141342319,5.7584190215727"
40960,ESP39170,AR39170,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39170,Fraxinus,,,Arbre adulte,,,,,,,,,,,,,,Ville de Grenoble,,de 10 m à 20 m,,Ville de Grenoble,,,"45.19575109483869,5.7584431153839155"
40961,ESP39171,AR39171,VEG,VEGETATION,ESP01,Arbre,ESP065,Arbre d'enceintes fermées,ESP42911,Centre Horticole,38421,AR39171,Ostrya,carpinifolia,,,,,2016,Remplacement,,,,,,,,,,Ville de Grenoble,,Moins de 10 m,,Ville de Grenoble,,,"45.19577533093712,5.7584398740651626"
39381,ESP38530,AR38530,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP25,FPA des Alpins R Stalingrad,4,AR38530,Chionanthus,,,,,,2018,Nouveau,,,,,,,,,,Ville de Grenoble,,Moins de 10 m,,Ville de Grenoble,,,"45.17151210538661,5.723615792806531"
39382,ESP38531,AR38531,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP643,R L Jouhaux Pltte déchetterie,5,AR38531,Calocedrus,decurrens,,,,,2018,Nouveau,,,,,,,,,,Grenoble Alpes Métropole,,Moins de 10 m,,Métropole de Grenoble,,,"45.17467557816633,5.7455329725638515"
39383,ESP38532,AR38532,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP643,R L Jouhaux Pltte déchetterie,5,AR38532,Calocedrus,decurrens,,,,,2018,Nouveau,,,,,,,,,,Grenoble Alpes Métropole,,Moins de 10 m,,Métropole de Grenoble,,,"45.17462456163203,5.745518424157418"
39384,ESP38533,AR38533,VEG,VEGETATION,ESP01,Arbre,ESP174,Arbre d'espaces ouverts,ESP643,R L Jouhaux Pltte déchetterie,5,AR38533,Calocedrus,decurrens,,,,,2018,Nouveau,,,,,,,,,,Grenoble Alpes Métropole,,Moins de 10 m,,Métropole de Grenoble,,,"45.17455117701077,5.74546084520228"
39242,ESP38434,AR38434,VEG,VEGETATION,ESP01,Arbre,ESP187,Bois semi naturel,ESP906,Chem du Parc bosquet,6,AR38434,Carpinus,betulus,,,,,2018,Nouveau,,,,,,,,,,Ville de Grenoble,,Moins de 10 m,,Ville de Grenoble,,,"45.16331871766967,5.735999866571808"
39243,ESP38435,AR38435,VEG,VEGETATION,ESP01,Arbre,ESP187,Bois semi naturel,ESP906,Chem du Parc bosquet,6,AR38435,Carpinus,betulus,,,,,2018,Nouveau,,,,,,,,,,Ville de Grenoble,,Moins de 10 m,,Ville de Grenoble,,,"45.16331876172565,5.736032099191367"
39244,ESP38436,AR38436,VEG,VEGETATION,ESP01,Arbre,ESP187,Bois semi naturel,ESP906,Chem du Parc bosquet,6,AR38436,Carpinus,betulus,,,,,2018,Nouveau,,,,,,,,,,Ville de Grenoble,,Moins de 10 m,,Ville de Grenoble,,,"45.1633174963541,5.736068010328559"
39245,ESP38437,AR38437,VEG,VEGETATION,ESP01,Arbre,ESP187,Bois semi naturel,ESP906,Chem du Parc bosquet,6,AR38437,Carpinus,betulus,,,,,2018,Nouveau,,,,,,,,,,Ville de Grenoble,,Moins de 10 m,,Ville de Grenoble,,,"45.16331637936835,5.736106230730032"
39246,ESP38438,AR38438,VEG,VEGETATION,ESP01,Arbre,ESP187,Bois semi naturel,ESP906,Chem du Parc bosquet,6,AR38438,Carpinus,betulus,,,,,2018,Nouveau,,,,,,,,,,Ville de Grenoble,,Moins de 10 m,,Ville de Grenoble,,,"45.16331489688151,5.736142707042722"
